sceneId,sceneType,sectionFromVisualAssetFolder,proposal,reviewReasons,mediaEvidence,authoredActions
808503,3,carnival,exclude-authored-transition,,"[{""kind"":""MovieSpecialCast"",""actionAtEnd"":8080,""angleAtEnd"":1820,""castId"":808503,""comparators"":[],""dissolveToNextScene"":false,""endFrame"":-1,""fileName"":""GameDB/carnival/808503Trn"",""initiallyEnabled"":true,""location"":{""x"":0,""y"":0},""looping"":false,""nextSceneId"":8080,""scale"":2,""startFrame"":0,""width"":320,""height"":200}]",[]
850002,3,waterfront,exclude-authored-transition,,"[{""kind"":""MovieSpecialCast"",""actionAtEnd"":8530,""angleAtEnd"":1950,""castId"":850002,""comparators"":[],""dissolveToNextScene"":false,""endFrame"":-1,""fileName"":""GameDB/h2oFront/police2TRN"",""initiallyEnabled"":true,""location"":{""x"":0,""y"":0},""looping"":false,""nextSceneId"":8530,""scale"":2,""startFrame"":0,""width"":320,""height"":200}]",[]
850004,3,waterfront,exclude-authored-transition,,"[{""kind"":""MovieSpecialCast"",""actionAtEnd"":8550,""angleAtEnd"":1500,""castId"":850004,""comparators"":[],""dissolveToNextScene"":false,""endFrame"":-1,""fileName"":""GameDB/h2oFront/police4TRN"",""initiallyEnabled"":true,""location"":{""x"":0,""y"":0},""looping"":false,""nextSceneId"":8550,""scale"":2,""startFrame"":0,""width"":320,""height"":200}]",[]
850010,3,waterfront,propose-distinct-2d,,"[{""kind"":""MovieSpecialCast"",""actionAtEnd"":0,""angleAtEnd"":-1,""castId"":850010,""comparators"":[],""dissolveToNextScene"":false,""endFrame"":-1,""fileName"":""GameDB/h2oFront/barbsignSTL"",""initiallyEnabled"":true,""location"":{""x"":0,""y"":0},""looping"":false,""nextSceneId"":0,""scale"":1,""startFrame"":0,""image"":true,""width"":640,""height"":400}]","[{""castId"":0,""comparators"":[],""cursorShapeWhenActive"":10005,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":8500,""param2"":8500,""param3"":-1,""rectBottom"":400,""rectLeft"":0,""rectRight"":640,""rectTop"":0,""type"":1}]"
851003,3,waterfront,exclude-authored-transition,,"[{""kind"":""MovieSpecialCast"",""actionAtEnd"":8535,""angleAtEnd"":2850,""castId"":851003,""comparators"":[],""dissolveToNextScene"":false,""endFrame"":-1,""fileName"":""GameDB/h2oFront/PSfront3TRN"",""initiallyEnabled"":true,""location"":{""x"":0,""y"":0},""looping"":false,""nextSceneId"":8535,""scale"":2,""startFrame"":0,""width"":320,""height"":200}]",[]
851004,3,waterfront,exclude-authored-transition,,"[{""kind"":""MovieSpecialCast"",""actionAtEnd"":8530,""angleAtEnd"":3750,""castId"":851004,""comparators"":[],""dissolveToNextScene"":false,""endFrame"":-1,""fileName"":""GameDB/h2oFront/PSfront4TRN"",""initiallyEnabled"":true,""location"":{""x"":0,""y"":0},""looping"":false,""nextSceneId"":8530,""scale"":2,""startFrame"":0,""width"":320,""height"":200}]",[]
851055,3,waterfront,propose-distinct-2d,,"[{""kind"":""MovieSpecialCast"",""actionAtEnd"":0,""angleAtEnd"":-1,""castId"":851055,""comparators"":[],""dissolveToNextScene"":false,""endFrame"":-1,""fileName"":""GameDB/h2oFront/cellclueSTL"",""initiallyEnabled"":true,""location"":{""x"":0,""y"":0},""looping"":false,""nextSceneId"":0,""scale"":1,""startFrame"":0,""image"":true,""width"":640,""height"":400}]","[{""castId"":0,""comparators"":[],""cursorShapeWhenActive"":10005,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":8505,""param2"":8505,""param3"":-1,""rectBottom"":400,""rectLeft"":0,""rectRight"":640,""rectTop"":0,""type"":0}]"
851503,3,waterfront,exclude-authored-transition,,"[{""kind"":""MovieSpecialCast"",""actionAtEnd"":8505,""angleAtEnd"":1050,""castId"":851503,""comparators"":[],""dissolveToNextScene"":false,""endFrame"":-1,""fileName"":""GameDB/h2oFront/cell1-3TRN"",""initiallyEnabled"":true,""location"":{""x"":0,""y"":0},""looping"":false,""nextSceneId"":8505,""scale"":2,""startFrame"":0,""width"":320,""height"":200}]",[]
851504,3,waterfront,exclude-authored-transition,,"[{""kind"":""MovieSpecialCast"",""actionAtEnd"":8516,""angleAtEnd"":2850,""castId"":851504,""comparators"":[],""dissolveToNextScene"":false,""endFrame"":-1,""fileName"":""GameDB/h2oFront/cell1-4TRN"",""initiallyEnabled"":true,""location"":{""x"":0,""y"":0},""looping"":false,""nextSceneId"":8516,""scale"":2,""startFrame"":0,""width"":320,""height"":200}]",[]
851510,3,waterfront,propose-distinct-2d,,"[{""kind"":""MovieSpecialCast"",""actionAtEnd"":0,""angleAtEnd"":-1,""castId"":851510,""comparators"":[],""dissolveToNextScene"":false,""endFrame"":-1,""fileName"":""GameDB/h2oFront/celgloveSTL"",""initiallyEnabled"":true,""location"":{""x"":0,""y"":0},""looping"":false,""nextSceneId"":0,""scale"":1,""startFrame"":0,""image"":true,""width"":640,""height"":400}]","[{""castId"":0,""comparators"":[],""cursorShapeWhenActive"":10005,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":8515,""param2"":8515,""param3"":-1,""rectBottom"":400,""rectLeft"":0,""rectRight"":640,""rectTop"":0,""type"":0}]"
851520,3,waterfront,propose-distinct-2d,,"[{""kind"":""MovieSpecialCast"",""actionAtEnd"":0,""angleAtEnd"":-1,""castId"":851520,""comparators"":[],""dissolveToNextScene"":false,""endFrame"":-1,""fileName"":""GameDB/h2oFront/cellknitSTL"",""initiallyEnabled"":true,""location"":{""x"":0,""y"":0},""looping"":false,""nextSceneId"":0,""scale"":1,""startFrame"":0,""image"":true,""width"":640,""height"":400}]","[{""castId"":0,""comparators"":[],""cursorShapeWhenActive"":10005,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":8515,""param2"":8515,""param3"":-1,""rectBottom"":400,""rectLeft"":0,""rectRight"":640,""rectTop"":0,""type"":0}]"
851603,3,waterfront,exclude-authored-transition,,"[{""kind"":""MovieSpecialCast"",""actionAtEnd"":8515,""angleAtEnd"":1050,""castId"":851603,""comparators"":[],""dissolveToNextScene"":false,""endFrame"":-1,""fileName"":""GameDB/h2oFront/cell2-3TRN"",""initiallyEnabled"":true,""location"":{""x"":0,""y"":0},""looping"":false,""nextSceneId"":8515,""scale"":2,""startFrame"":0,""width"":320,""height"":200}]",[]
851604,3,waterfront,exclude-authored-transition,,"[{""kind"":""MovieSpecialCast"",""actionAtEnd"":8517,""angleAtEnd"":2850,""castId"":851604,""comparators"":[],""dissolveToNextScene"":false,""endFrame"":-1,""fileName"":""GameDB/h2oFront/cell2-4TRN"",""initiallyEnabled"":true,""location"":{""x"":0,""y"":0},""looping"":false,""nextSceneId"":8517,""scale"":2,""startFrame"":0,""width"":320,""height"":200}]",[]
851630,3,waterfront,propose-distinct-2d,,"[{""kind"":""MovieSpecialCast"",""actionAtEnd"":0,""angleAtEnd"":-1,""castId"":851630,""comparators"":[],""dissolveToNextScene"":false,""endFrame"":-1,""fileName"":""GameDB/h2oFront/celfluteSTL"",""initiallyEnabled"":true,""location"":{""x"":0,""y"":0},""looping"":false,""nextSceneId"":0,""scale"":1,""startFrame"":0,""image"":true,""width"":640,""height"":400}]","[{""castId"":0,""comparators"":[],""cursorShapeWhenActive"":10005,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":8516,""param2"":8516,""param3"":-1,""rectBottom"":400,""rectLeft"":0,""rectRight"":640,""rectTop"":0,""type"":0}]"
851640,3,waterfront,propose-distinct-2d,,"[{""kind"":""MovieSpecialCast"",""actionAtEnd"":0,""angleAtEnd"":-1,""castId"":851640,""comparators"":[],""dissolveToNextScene"":false,""endFrame"":-1,""fileName"":""GameDB/h2oFront/cellcupSTL"",""initiallyEnabled"":true,""location"":{""x"":0,""y"":0},""looping"":false,""nextSceneId"":0,""scale"":1,""startFrame"":0,""image"":true,""width"":640,""height"":400}]","[{""castId"":0,""comparators"":[],""cursorShapeWhenActive"":10005,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":8516,""param2"":8516,""param3"":-1,""rectBottom"":400,""rectLeft"":0,""rectRight"":640,""rectTop"":0,""type"":0}]"
851701,3,waterfront,exclude-authored-transition,,"[{""kind"":""MovieSpecialCast"",""actionAtEnd"":8538,""angleAtEnd"":1500,""castId"":851701,""comparators"":[],""dissolveToNextScene"":false,""endFrame"":-1,""fileName"":""GameDB/h2oFront/cell3-1aTRN"",""initiallyEnabled"":true,""location"":{""x"":0,""y"":0},""looping"":false,""nextSceneId"":8538,""scale"":2,""startFrame"":0,""width"":320,""height"":200}]",[]
851703,3,waterfront,exclude-authored-transition,,"[{""kind"":""MovieSpecialCast"",""actionAtEnd"":8516,""angleAtEnd"":1050,""castId"":851703,""comparators"":[],""dissolveToNextScene"":false,""endFrame"":-1,""fileName"":""GameDB/h2oFront/cell3-3TRN"",""initiallyEnabled"":true,""location"":{""x"":0,""y"":0},""looping"":false,""nextSceneId"":8516,""scale"":2,""startFrame"":0,""width"":320,""height"":200}]",[]
851705,3,waterfront,exclude-authored-transition,,"[{""kind"":""MovieSpecialCast"",""actionAtEnd"":8537,""angleAtEnd"":1500,""castId"":851705,""comparators"":[],""dissolveToNextScene"":false,""endFrame"":-1,""fileName"":""GameDB/h2oFront/cell3-1bTRN"",""initiallyEnabled"":true,""location"":{""x"":0,""y"":0},""looping"":false,""nextSceneId"":8537,""scale"":2,""startFrame"":0,""width"":320,""height"":200}]",[]
851750,3,waterfront,propose-distinct-2d,,"[{""kind"":""MovieSpecialCast"",""actionAtEnd"":0,""angleAtEnd"":-1,""castId"":851750,""comparators"":[],""dissolveToNextScene"":false,""endFrame"":-1,""fileName"":""GameDB/h2oFront/cellhatSTL"",""initiallyEnabled"":true,""location"":{""x"":0,""y"":0},""looping"":false,""nextSceneId"":0,""scale"":1,""startFrame"":0,""image"":true,""width"":640,""height"":400}]","[{""castId"":0,""comparators"":[],""cursorShapeWhenActive"":10005,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":8517,""param2"":8517,""param3"":-1,""rectBottom"":400,""rectLeft"":0,""rectRight"":640,""rectTop"":0,""type"":0}]"
851755,3,waterfront,review-held-2d,conditional visual content; scene-only observation may overclaim,"[{""kind"":""MovieSpecialCast"",""actionAtEnd"":0,""angleAtEnd"":-1,""castId"":851755,""comparators"":[],""dissolveToNextScene"":false,""endFrame"":-1,""fileName"":""GameDB/h2oFront/peekffrmSTL"",""initiallyEnabled"":true,""location"":{""x"":0,""y"":0},""looping"":false,""nextSceneId"":0,""scale"":2,""startFrame"":0,""image"":true,""width"":320,""height"":200},{""kind"":""MovieSpecialCast"",""actionAtEnd"":0,""angleAtEnd"":-1,""castId"":851756,""comparators"":[{""gameStateId"":2404,""testType"":0,""value"":0}],""dissolveToNextScene"":false,""endFrame"":-1,""fileName"":""GameDB/h2oFront/ffroseANI"",""initiallyEnabled"":true,""location"":{""x"":288,""y"":254},""looping"":false,""nextSceneId"":0,""scale"":1,""startFrame"":0,""width"":60,""height"":60}]","[{""castId"":0,""comparators"":[],""cursorShapeWhenActive"":10005,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":8517,""param2"":8517,""param3"":-1,""rectBottom"":400,""rectLeft"":0,""rectRight"":640,""rectTop"":0,""type"":0}]"
851760,3,waterfront,propose-distinct-2d,,"[{""kind"":""MovieSpecialCast"",""actionAtEnd"":0,""angleAtEnd"":-1,""castId"":851760,""comparators"":[],""dissolveToNextScene"":false,""endFrame"":-1,""fileName"":""GameDB/h2oFront/celeringSTL"",""initiallyEnabled"":true,""location"":{""x"":0,""y"":0},""looping"":false,""nextSceneId"":0,""scale"":1,""startFrame"":0,""image"":true,""width"":640,""height"":400}]","[{""castId"":0,""comparators"":[],""cursorShapeWhenActive"":10005,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":8517,""param2"":8517,""param3"":-1,""rectBottom"":400,""rectLeft"":0,""rectRight"":640,""rectTop"":0,""type"":0}]"
852003,3,waterfront,exclude-authored-transition,,"[{""kind"":""MovieSpecialCast"",""actionAtEnd"":8530,""angleAtEnd"":867,""castId"":852003,""comparators"":[],""dissolveToNextScene"":false,""endFrame"":-1,""fileName"":""GameDB/h2oFront/PSdesk3TRN"",""initiallyEnabled"":true,""location"":{""x"":0,""y"":0},""looping"":false,""nextSceneId"":8530,""scale"":2,""startFrame"":0,""width"":320,""height"":200}]",[]
852004,3,waterfront,exclude-authored-transition,,"[{""kind"":""MovieSpecialCast"",""actionAtEnd"":8525,""angleAtEnd"":2850,""castId"":852004,""comparators"":[],""dissolveToNextScene"":false,""endFrame"":-1,""fileName"":""GameDB/h2oFront/PSdesk4TRN"",""initiallyEnabled"":true,""location"":{""x"":0,""y"":0},""looping"":false,""nextSceneId"":8525,""scale"":2,""startFrame"":0,""width"":320,""height"":200}]",[]
852006,3,waterfront,exclude-authored-transition,,"[{""kind"":""MovieSpecialCast"",""actionAtEnd"":8525,""angleAtEnd"":2850,""castId"":852006,""comparators"":[],""dissolveToNextScene"":false,""endFrame"":-1,""fileName"":""GameDB/h2oFront/PSdesk4bTRN"",""initiallyEnabled"":true,""location"":{""x"":0,""y"":0},""looping"":false,""nextSceneId"":8525,""scale"":2,""startFrame"":0,""width"":320,""height"":200}]",[]
852011,3,waterfront,propose-distinct-2d,,"[{""kind"":""MovieSpecialCast"",""actionAtEnd"":0,""angleAtEnd"":-1,""castId"":852011,""comparators"":[],""dissolveToNextScene"":false,""endFrame"":-1,""fileName"":""GameDB/h2oFront/desk2STL"",""initiallyEnabled"":true,""location"":{""x"":0,""y"":0},""looping"":false,""nextSceneId"":0,""scale"":1,""startFrame"":0,""image"":true,""width"":640,""height"":400}]","[{""castId"":0,""comparators"":[],""cursorShapeWhenActive"":10005,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":8520,""param2"":8520,""param3"":-1,""rectBottom"":400,""rectLeft"":0,""rectRight"":640,""rectTop"":0,""type"":0}]"
852013,3,waterfront,propose-distinct-2d,,"[{""kind"":""MovieSpecialCast"",""actionAtEnd"":0,""angleAtEnd"":-1,""castId"":852013,""comparators"":[],""dissolveToNextScene"":false,""endFrame"":-1,""fileName"":""GameDB/h2oFront/desk4STL"",""initiallyEnabled"":true,""location"":{""x"":0,""y"":0},""looping"":false,""nextSceneId"":0,""scale"":1,""startFrame"":0,""image"":true,""width"":640,""height"":400}]","[{""castId"":0,""comparators"":[],""cursorShapeWhenActive"":10005,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":8520,""param2"":8520,""param3"":-1,""rectBottom"":400,""rectLeft"":0,""rectRight"":640,""rectTop"":0,""type"":0}]"
852020,3,waterfront,review-held-2d,conditional visual content; scene-only observation may overclaim,"[{""kind"":""MovieSpecialCast"",""actionAtEnd"":0,""angleAtEnd"":-1,""castId"":852020,""comparators"":[],""dissolveToNextScene"":false,""endFrame"":-1,""fileName"":""GameDB/h2oFront/mapFrancSTL"",""initiallyEnabled"":true,""location"":{""x"":0,""y"":0},""looping"":false,""nextSceneId"":0,""scale"":1,""startFrame"":0,""image"":true,""width"":640,""height"":400},{""kind"":""ControlledMovieCast"",""castId"":852021,""companionMovieCastId"":0,""comparators"":[{""gameStateId"":2465,""testType"":2,""value"":0}],""controlledLocation"":{""x"":258,""y"":50},""controlledMovieCallbacks"":[{""callbackWhen"":2,""direction"":0,""frames"":1,""gameState"":2465}],""fileName"":""GameDB/h2oFront/maFranceANI"",""initiallyEnabled"":true,""scale"":1,""width"":104,""height"":124}]","[{""castId"":0,""comparators"":[{""gameStateId"":2458,""testType"":0,""value"":1}],""cursorShapeWhenActive"":10017,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":2465,""param2"":0,""param3"":0,""rectBottom"":220,""rectLeft"":267,""rectRight"":421,""rectTop"":71,""type"":1006},{""castId"":0,""comparators"":[{""gameStateId"":2459,""testType"":0,""value"":1}],""cursorShapeWhenActive"":10018,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":2465,""param2"":0,""param3"":0,""rectBottom"":220,""rectLeft"":267,""rectRight"":421,""rectTop"":71,""type"":1006},{""castId"":0,""comparators"":[{""gameStateId"":2460,""testType"":0,""value"":1}],""cursorShapeWhenActive"":10021,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":2465,""param2"":0,""param3"":0,""rectBottom"":220,""rectLeft"":267,""rectRight"":421,""rectTop"":71,""type"":1006},{""castId"":0,""comparators"":[{""gameStateId"":2461,""testType"":0,""value"":1}],""cursorShapeWhenActive"":10019,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":2465,""param2"":0,""param3"":0,""rectBottom"":220,""rectLeft"":267,""rectRight"":421,""rectTop"":71,""type"":1006},{""castId"":0,""comparators"":[{""gameStateId"":2462,""testType"":0,""value"":1}],""cursorShapeWhenActive"":10020,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":2465,""param2"":0,""param3"":0,""rectBottom"":220,""rectLeft"":267,""rectRight"":421,""rectTop"":71,""type"":1006},{""castId"":0,""comparators"":[{""gameStateId"":2463,""testType"":0,""value"":1}],""cursorShapeWhenActive"":10013,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":2465,""param2"":0,""param3"":0,""rectBottom"":220,""rectLeft"":267,""rectRight"":421,""rectTop"":71,""type"":1006},{""castId"":0,""comparators"":[{""gameStateId"":2465,""testType"":2,""value"":0}],""cursorShapeWhenActive"":10002,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":2465,""param2"":0,""param3"":0,""rectBottom"":220,""rectLeft"":267,""rectRight"":421,""rectTop"":71,""type"":1006},{""castId"":0,""comparators"":[{""gameStateId"":2464,""testType"":0,""value"":4},{""gameStateId"":2465,""testType"":0,""value"":2},{""gameStateId"":2468,""testType"":0,""value"":5},{""gameStateId"":2467,""testType"":0,""value"":1},{""gameStateId"":2469,""testType"":0,""value"":6},{""gameStateId"":2466,""testType"":0,""value"":3},{""gameStateId"":2404,""testType"":0,""value"":0}],""cursorShapeWhenActive"":10005,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":852004,""param2"":8525,""param3"":-1,""rectBottom"":400,""rectLeft"":0,""rectRight"":640,""rectTop"":0,""type"":1},{""castId"":0,""comparators"":[],""cursorShapeWhenActive"":10005,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":8530,""param2"":8530,""param3"":-1,""rectBottom"":400,""rectLeft"":0,""rectRight"":640,""rectTop"":0,""type"":4}]"
852022,3,waterfront,propose-distinct-2d,,"[{""kind"":""MovieSpecialCast"",""actionAtEnd"":0,""angleAtEnd"":-1,""castId"":852022,""comparators"":[],""dissolveToNextScene"":false,""endFrame"":-1,""fileName"":""GameDB/h2oFront/muffpostSTL"",""initiallyEnabled"":true,""location"":{""x"":0,""y"":0},""looping"":false,""nextSceneId"":0,""scale"":1,""startFrame"":0,""image"":true,""width"":640,""height"":400}]","[{""castId"":0,""comparators"":[],""cursorShapeWhenActive"":0,""defaultPass"":true,""gesture"":2,""initiallyEnabled"":true,""param1"":2470,""param2"":1,""param3"":1,""rectBottom"":400,""rectLeft"":0,""rectRight"":640,""rectTop"":0,""type"":9},{""castId"":0,""comparators"":[],""cursorShapeWhenActive"":10005,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":8520,""param2"":8520,""param3"":-1,""rectBottom"":400,""rectLeft"":0,""rectRight"":640,""rectTop"":0,""type"":0}]"
852030,3,waterfront,review-held-2d,conditional visual content; scene-only observation may overclaim,"[{""kind"":""MovieSpecialCast"",""actionAtEnd"":0,""angleAtEnd"":-1,""castId"":852030,""comparators"":[],""dissolveToNextScene"":false,""endFrame"":-1,""fileName"":""GameDB/h2oFront/mapChinaSTL"",""initiallyEnabled"":true,""location"":{""x"":0,""y"":0},""looping"":false,""nextSceneId"":0,""scale"":1,""startFrame"":0,""image"":true,""width"":640,""height"":400},{""kind"":""ControlledMovieCast"",""castId"":852031,""companionMovieCastId"":0,""comparators"":[{""gameStateId"":2468,""testType"":2,""value"":0}],""controlledLocation"":{""x"":411,""y"":230},""controlledMovieCallbacks"":[{""callbackWhen"":2,""direction"":0,""frames"":1,""gameState"":2468}],""fileName"":""GameDB/h2oFront/maChinaANI"",""initiallyEnabled"":true,""scale"":1,""width"":108,""height"":128}]","[{""castId"":0,""comparators"":[{""gameStateId"":2458,""testType"":0,""value"":1}],""cursorShapeWhenActive"":10017,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":2468,""param2"":0,""param3"":0,""rectBottom"":381,""rectLeft"":362,""rectRight"":578,""rectTop"":200,""type"":1006},{""castId"":0,""comparators"":[{""gameStateId"":2459,""testType"":0,""value"":1}],""cursorShapeWhenActive"":10018,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":2468,""param2"":0,""param3"":0,""rectBottom"":381,""rectLeft"":362,""rectRight"":578,""rectTop"":200,""type"":1006},{""castId"":0,""comparators"":[{""gameStateId"":2460,""testType"":0,""value"":1}],""cursorShapeWhenActive"":10021,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":2468,""param2"":0,""param3"":0,""rectBottom"":381,""rectLeft"":362,""rectRight"":578,""rectTop"":200,""type"":1006},{""castId"":0,""comparators"":[{""gameStateId"":2461,""testType"":0,""value"":1}],""cursorShapeWhenActive"":10019,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":2468,""param2"":0,""param3"":0,""rectBottom"":381,""rectLeft"":362,""rectRight"":578,""rectTop"":200,""type"":1006},{""castId"":0,""comparators"":[{""gameStateId"":2462,""testType"":0,""value"":1}],""cursorShapeWhenActive"":10020,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":2468,""param2"":0,""param3"":0,""rectBottom"":381,""rectLeft"":362,""rectRight"":578,""rectTop"":200,""type"":1006},{""castId"":0,""comparators"":[{""gameStateId"":2463,""testType"":0,""value"":1}],""cursorShapeWhenActive"":10013,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":2468,""param2"":0,""param3"":0,""rectBottom"":381,""rectLeft"":362,""rectRight"":578,""rectTop"":200,""type"":1006},{""castId"":0,""comparators"":[{""gameStateId"":2468,""testType"":2,""value"":0}],""cursorShapeWhenActive"":10002,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":2468,""param2"":0,""param3"":0,""rectBottom"":381,""rectLeft"":362,""rectRight"":578,""rectTop"":200,""type"":1006},{""castId"":0,""comparators"":[{""gameStateId"":2464,""testType"":0,""value"":4},{""gameStateId"":2465,""testType"":0,""value"":2},{""gameStateId"":2468,""testType"":0,""value"":5},{""gameStateId"":2467,""testType"":0,""value"":1},{""gameStateId"":2469,""testType"":0,""value"":6},{""gameStateId"":2466,""testType"":0,""value"":3},{""gameStateId"":2404,""testType"":0,""value"":0}],""cursorShapeWhenActive"":10005,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":852004,""param2"":8525,""param3"":-1,""rectBottom"":400,""rectLeft"":0,""rectRight"":640,""rectTop"":0,""type"":1},{""castId"":0,""comparators"":[],""cursorShapeWhenActive"":10005,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":8530,""param2"":8530,""param3"":-1,""rectBottom"":400,""rectLeft"":0,""rectRight"":640,""rectTop"":0,""type"":4}]"
852040,3,waterfront,review-held-2d,conditional visual content; scene-only observation may overclaim,"[{""kind"":""MovieSpecialCast"",""actionAtEnd"":0,""angleAtEnd"":-1,""castId"":852040,""comparators"":[],""dissolveToNextScene"":false,""endFrame"":-1,""fileName"":""GameDB/h2oFront/mapEnglaSTL"",""initiallyEnabled"":true,""location"":{""x"":0,""y"":0},""looping"":false,""nextSceneId"":0,""scale"":1,""startFrame"":0,""image"":true,""width"":640,""height"":400},{""kind"":""ControlledMovieCast"",""castId"":852041,""companionMovieCastId"":0,""comparators"":[{""gameStateId"":2467,""testType"":2,""value"":0}],""controlledLocation"":{""x"":330,""y"":66},""controlledMovieCallbacks"":[{""callbackWhen"":2,""direction"":0,""frames"":1,""gameState"":2467}],""fileName"":""GameDB/h2oFront/maEnglanANI"",""initiallyEnabled"":true,""scale"":1,""width"":96,""height"":128}]","[{""castId"":0,""comparators"":[{""gameStateId"":2458,""testType"":0,""value"":1}],""cursorShapeWhenActive"":10017,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":2467,""param2"":0,""param3"":0,""rectBottom"":208,""rectLeft"":264,""rectRight"":439,""rectTop"":26,""type"":1006},{""castId"":0,""comparators"":[{""gameStateId"":2459,""testType"":0,""value"":1}],""cursorShapeWhenActive"":10018,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":2467,""param2"":0,""param3"":0,""rectBottom"":208,""rectLeft"":264,""rectRight"":439,""rectTop"":26,""type"":1006},{""castId"":0,""comparators"":[{""gameStateId"":2460,""testType"":0,""value"":1}],""cursorShapeWhenActive"":10021,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":2467,""param2"":0,""param3"":0,""rectBottom"":208,""rectLeft"":264,""rectRight"":439,""rectTop"":26,""type"":1006},{""castId"":0,""comparators"":[{""gameStateId"":2461,""testType"":0,""value"":1}],""cursorShapeWhenActive"":10019,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":2467,""param2"":0,""param3"":0,""rectBottom"":208,""rectLeft"":264,""rectRight"":439,""rectTop"":26,""type"":1006},{""castId"":0,""comparators"":[{""gameStateId"":2462,""testType"":0,""value"":1}],""cursorShapeWhenActive"":10020,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":2467,""param2"":0,""param3"":0,""rectBottom"":208,""rectLeft"":264,""rectRight"":439,""rectTop"":26,""type"":1006},{""castId"":0,""comparators"":[{""gameStateId"":2463,""testType"":0,""value"":1}],""cursorShapeWhenActive"":10013,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":2467,""param2"":0,""param3"":0,""rectBottom"":208,""rectLeft"":264,""rectRight"":439,""rectTop"":26,""type"":1006},{""castId"":0,""comparators"":[{""gameStateId"":2467,""testType"":2,""value"":0}],""cursorShapeWhenActive"":10002,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":2467,""param2"":0,""param3"":0,""rectBottom"":208,""rectLeft"":264,""rectRight"":439,""rectTop"":26,""type"":1006},{""castId"":0,""comparators"":[{""gameStateId"":2464,""testType"":0,""value"":4},{""gameStateId"":2465,""testType"":0,""value"":2},{""gameStateId"":2468,""testType"":0,""value"":5},{""gameStateId"":2467,""testType"":0,""value"":1},{""gameStateId"":2469,""testType"":0,""value"":6},{""gameStateId"":2466,""testType"":0,""value"":3},{""gameStateId"":2404,""testType"":0,""value"":0}],""cursorShapeWhenActive"":10005,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":852004,""param2"":8525,""param3"":-1,""rectBottom"":400,""rectLeft"":0,""rectRight"":640,""rectTop"":0,""type"":1},{""castId"":0,""comparators"":[],""cursorShapeWhenActive"":10005,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":8530,""param2"":8530,""param3"":-1,""rectBottom"":400,""rectLeft"":0,""rectRight"":640,""rectTop"":0,""type"":4}]"
